Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Year
54314,My Brother Rabbit,my-brother-rabbit,Adventure,,NS,Unknown,Artifex Mundi,0.0
54315,My Friend Pedro,my-friend-pedro,Shooter,,PC,Unknown,,0.0
54316,My Friend Pedro,my-friend-pedro,Shooter,,NS,Unknown,,0.0
54329,My Time At Portia,my-time-at-portia,Simulation,,NS,Unknown,Pathea Games,0.0
54330,My Time At Portia,my-time-at-portia,Simulation,,XOne,Unknown,Pathea Games,0.0
54331,My Time At Portia,my-time-at-portia,Simulation,,PS4,Unknown,Pathea Games,0.0
54332,N++,n,Platform,,PC,Unknown,Metanet Software Inc.,0.0
54333,N.E.R.O.: Nothing Ever Remains Obscure,nero-nothing-ever-remains-obscure,Visual Novel,,NS,Unknown,Storm in a Teacup,0.0
54334,N.E.R.O.: Nothing Ever Remains Obscure,nero-nothing-ever-remains-obscure,Misc,,PC,Unknown,Storm in a Teacup,0.0
54335,N.E.R.O.: Nothing Ever Remains Obscure,nero-nothing-ever-remains-obscure,Misc,E,XOne,Unknown,Storm in a Teacup,0.0
54338,N1RV Ann-A,n1rv-ann-a,Visual Novel,,NS,Unknown,Sukeban Games,0.0
54347,Necrobarista,necrobarista,Adventure,,NS,Unknown,Route 59,0.0
54355,Nelly Cootalot: The Fowl Fleet,nelly-cootalot-the-fowl-fleet,Adventure,,PC,Unknown,Alasdair Beckett-King,0.0
54356,Nelly Cootalot: The Fowl Fleet,nelly-cootalot-the-fowl-fleet,Adventure,,And,Unknown,Alasdair Beckett-King,0.0
54357,Nelly Cootalot: The Fowl Fleet,nelly-cootalot-the-fowl-fleet,Adventure,,iOS,Unknown,Alasdair Beckett-King,0.0
54358,Nelly Cootalot: The Fowl Fleet,nelly-cootalot-the-fowl-fleet,Adventure,,Linux,Unknown,Alasdair Beckett-King,0.0
54359,Nelly Cootalot: The Fowl Fleet,nelly-cootalot-the-fowl-fleet,Adventure,,OSX,Unknown,Alasdair Beckett-King,0.0
54360,Neo Atlas 1469,neo-atlas-1469,Simulation,,PC,Unknown,ArtDink,0.0
54361,Neon Chrome,neon-chrome,Shooter,,PC,Unknown,10tons Ltd,0.0
54376,NGHTMN,nghtmn,Misc,,PC,Unknown,DIGITAL MISTAKE,0.0
54386,NightCry,nightcry,Action-Adventure,,PSV,Unknown,Nude Maker,0.0
54396,Ninjin: Clash of Carrots,ninjin-clash-of-carrots,Action,,NS,Unknown,Pocket Trap,0.0
54397,Ninjin: Clash of Carrots,ninjin-clash-of-carrots,Action,,PS4,Unknown,Pocket Trap,0.0
54398,Ninjin: Clash of Carrots,ninjin-clash-of-carrots,Action,,XOne,Unknown,Pocket Trap,0.0
54399,Ninjin: Clash of Carrots,ninjin-clash-of-carrots,Action,,PC,Unknown,Pocket Trap,0.0
54402,No More Room in Hell,no-more-room-in-hell,Action,,PC,Unknown,No More Room in Hell Team,0.0
54408,NORTH,north,Adventure,,NS,Unknown,Outlands,0.0
54411,NUKED KNIGHT,nuked-knight,Puzzle,,PC,Unknown,Nuked Games,0.0
54415,Odallus: The Dark Call,odallus-the-dark-call,Action-Adventure,,NS,Unknown,JoyMasher,0.0
54416,Odallus: The Dark Call,odallus-the-dark-call,Action-Adventure,,PC,Unknown,JoyMasher,0.0
54417,Odallus: The Dark Call,odallus-the-dark-call,Action-Adventure,,PS4,Unknown,JoyMasher,0.0
54418,Odallus: The Dark Call,odallus-the-dark-call,Action-Adventure,,XOne,Unknown,JoyMasher,0.0
54420,Office Battle,office-battle,Fighting,,PC,Unknown,Black Lime Studio,0.0
54424,Oh...Sir! The Insult Simulator,ohsir-the-insult-simulator,Simulation,,PC,Unknown,Vile Monarch,0.0
54442,Omega One,omega-one,Shooter,,PC,Unknown,StarSystemStudios,0.0
54445,Omen of Sorrow,omen-of-sorrow,Fighting,,XOne,Unknown,AOne Games,0.0
54446,Omen of Sorrow,omen-of-sorrow,Fighting,,PC,Unknown,AOne Games,0.0
54450,One Piece: Unlimited World Red Deluxe Edition,one-piece-unlimited-world-red-deluxe-edition,Action-Adventure,,PC,Unknown,Namco Bandai Games,0.0
54454,One Way Heroics,one-way-heroics,Role-Playing,,PS4,Unknown,Smoking Wolf,0.0
54455,One Way Heroics,one-way-heroics,Role-Playing,,PSV,Unknown,Smoking Wolf,0.0
54456,Oniken: Unstoppable Edition,oniken-unstoppable-edition,Action,,NS,Unknown,JoyMasher,0.0
54457,Oniken: Unstoppable Edition,oniken-unstoppable-edition,Action,,PC,Unknown,JoyMasher,0.0
54458,Oniken: Unstoppable Edition,oniken-unstoppable-edition,Action,,PS4,Unknown,JoyMasher,0.0
54459,Oniken: Unstoppable Edition,oniken-unstoppable-edition,Action,,XOne,Unknown,JoyMasher,0.0
54477,Oriental Empires,oriental-empires,Strategy,,PC,Unknown,Shining Pixel Studios,0.0
54478,ORION: Prelude,orion-prelude,Action,,PC,Unknown,Spiral Game Studios,0.0
54489,Outlast II,outlast-ii,Action,,XOne,Unknown,Red Barrels,0.0
54491,Outlast II,outlast-ii,Action,,PS4,Unknown,Red Barrels,0.0
54502,Overture,overture,Action-Adventure,,PC,Unknown,Black Shell Games,0.0
54517,Pang Adventures,pang-adventures,Action,,PC,Unknown,DotEmu,0.0
54518,Pang Adventures,pang-adventures,Action,,NS,Unknown,DotEmu,0.0
54519,Pang Adventures,pang-adventures,Action,,PS4,Unknown,DotEmu,0.0
54520,Pang Adventures,pang-adventures,Action,,XOne,Unknown,DotEmu,0.0
54522,Panty Party,panty-party,Action,,NS,Unknown,Animu Game,0.0
54535,Penguin Wars,penguin-wars,Misc,,NS,Unknown,Dispatch Games,0.0
54539,Perman,perman,Platform,,NES,Unknown,Irem Software Engineering,0.0
54545,Phantom Doctrine,phantom-doctrine,Strategy,,PC,Unknown,CreativeForge Games,0.0
54548,Pharaonic,pharaonic,Action,M,PC,Unknown,Milkstone Studios,0.0
54549,Phobos Vector Prime: The First Ring,phobos-vector-prime-the-first-ring,Action-Adventure,,PS4,Unknown,Gunstar Studio S.L.,0.0
54559,Pic-a-Pix Deluxe,pic-a-pix-deluxe,Puzzle,,NS,Unknown,Lightwood Games,0.0
54567,Pilot Sports,pilot-sports,Action,,PS4,Unknown,Z-Software GmbH,0.0
54569,Pinball Arcade,pinball-arcade,Simulation,,PC,Unknown,FarSight Studios,0.0
54574,PINK DOT BLUE DOT,pink-dot-blue-dot,Puzzle,,3DS,Unknown,RCMADIAX,0.0
54576,"Pirates, Vikings, and Knights II", vikings,Action,,PC,Unknown,Octoshark Studios,0.0
54580,Pitfall: Beyond the Jungle,pitfall-beyond-the-jungle,Platform,,GB,Unknown,Activision,0.0
54597,PixelJunk Monsters 2,pixeljunk-monsters-2,Strategy,,PC,Unknown,Q-Games,0.0
54598,PixelJunk Nom Nom Galaxy,pixeljunk-nom-nom-galaxy,Strategy,,PC,Unknown,Q-Games,0.0
54599,PixelJunk Shooter,pixeljunk-shooter,Shooter,,PC,Unknown,Double Eleven,0.0
54600,PixelJunk Shooter Ultimate,pixeljunk-shooter-ultimate,Shooter,,PC,Unknown,Q-Games,0.0
54628,Pop-Up Pilgrims,pop-up-pilgrims,Puzzle,,PS4,Unknown,Dakko Dakko,0.0
54640,Pro Evolution Soccer 2014,pro-evolution-soccer-2014,Sports,E,PS2,Unknown,Konami,0.0
54645,Project Awakening,project-awakening,Role-Playing,,PS4,Unknown,Cygames,0.0
54647,Project Sakura Wars,project-sakura-wars,Strategy,,PS4,Unknown,Sega,0.0
54658,Puzzle Cube,puzzle-cube,Puzzle,,PC,Unknown,ThinkOfGames,0.0
54659,Puzzle Puppers,puzzle-puppers,Puzzle,,NS,Unknown,Cardboard Keep,0.0
54664,Q.U.B.E: Director's Cut,qube-directors-cut,Puzzle,,PC,Unknown,Toxic Games,0.0
54671,R.A.W. Realms of Ancient War,raw-realms-of-ancient-war,Action,,PC,Unknown,WizarBox,0.0
54672,Rabi-Ribi,rabi-ribi,Platform,,NS,Unknown,Winking Entertainment,0.0
54674,RAD,rad,Action-Adventure,,XOne,Unknown,Double Fine Productions,0.0
54675,RAD,rad,Action-Adventure,,PC,Unknown,Double Fine Productions,0.0
54676,RAD,rad,Action-Adventure,,PS4,Unknown,Double Fine Productions,0.0
54681,Radical Rabbit Stew,radical-rabbit-stew,Puzzle,,NS,Unknown,Pugstorm Game Studios,0.0
54682,Radical Rabbit Stew,radical-rabbit-stew,Puzzle,,PS4,Unknown,Pugstorm Game Studios,0.0
54683,Radical Rabbit Stew,radical-rabbit-stew,Puzzle,,XOne,Unknown,Pugstorm Game Studios,0.0
54684,Radical Rabbit Stew,radical-rabbit-stew,Puzzle,,PC,Unknown,Pugstorm Game Studios,0.0
54688,Raging Justice,raging-justice,Action,,NS,Unknown,MakinGames Ltd,0.0
54689,Raging Justice,raging-justice,Action,,XOne,Unknown,MakinGames Ltd,0.0
54690,Raging Justice,raging-justice,Action,,PS4,Unknown,MakinGames Ltd,0.0
54691,Raging Justice,raging-justice,Action,,PC,Unknown,MakinGames Ltd,0.0
54698,Real Boxing,real-boxing,Simulation,,PC,Unknown,Vivid Games S.A.,0.0
54703,Realpolitiks,realpolitiks,Simulation,,PC,Unknown,Jujubee S.A.,0.0
54704,Rebuild: Original Rebuild 1,rebuild-original-rebuild-1,Strategy,,PC,Unknown,Northway Games,0.0
54705,Rebuild: Original Rebuild 2,rebuild-original-rebuild-2,Strategy,,PC,Unknown,Northway Games,0.0
54710,Redout: Space Assault,redout-space-assault,Racing,,PC,Unknown,34BigThings srl,0.0
54731,Resonance of Fate 4K/HD Edition,resonance-of-fate-4k,Role-Playing,,PS4,Unknown,tri-Ace,0.0
54732,Resonance of Fate 4K/HD Edition,resonance-of-fate-4k,Role-Playing,,PC,Unknown,tri-Ace,0.0
54736,Reverie,reverie,Adventure,,PC,Unknown,Chronicle Games,0.0
54738,Reversion - The Escape (1st Chapter),reversion-the-escape-1st-chapter,Adventure,,PC,Unknown,3f Interactive,0.0
54739,Reversion - The Meeting (2nd Chapter),reversion-the-meeting-2nd-chapter,Adventure,,PC,Unknown,3f Interactive,0.0
54740,Reversion - The Return (Last Chapter),reversion-the-return-last-chapter,Adventure,,PC,Unknown,3f Interactive,0.0
54745,Riddled Corpses Ex,riddled-corpses-ex,Shooter,,PSV,Unknown,Daniel Fernandez Chavez,0.0
54754,Rising Angels: Reborn,rising-angels-reborn,Misc,,PC,Unknown,Sekai Project,0.0
54755,Rising Angels: Reborn,rising-angels-reborn,Misc,,Linux,Unknown,Sekai Project,0.0
54761,Robbotto,robbotto,Action,,NS,Unknown,JMJ Interactive,0.0
54762,Robbotto,robbotto,Action,,PC,Unknown,JMJ Interactive,0.0
54764,ROBLOX,roblox,Misc,,PC,Unknown,Roblox Corporation,0.0
54766,Robocraft,robocraft,Action,,PC,Unknown,Freejam,0.0
54767,RoboMatch,robomatch,Role-Playing,,PC,Unknown,Anti-Ded GameDev,0.0
54768,Robonauts,robonauts,Action,,NS,Unknown,QubicGames,0.0
54773,Rogue Aces,rogue-aces,Action,,NS,Unknown,Infinite State Games,0.0
54774,Rogue Aces,rogue-aces,Action,,PS4,Unknown,Infinite State Games,0.0
54775,Rogue Aces,rogue-aces,Action,,PSV,Unknown,Infinite State Games,0.0
54777,Rogue Port - Blue Nightmare,rogue-port-blue-nightmare,Role-Playing,,PC,Unknown,Sunight Games,0.0
54783,Rolling Bob,rolling-bob,Platform,,PS4,Unknown,Sony Computer Entertainment,0.0
54787,Root Letter,root-letter,Visual Novel,,PC,Unknown,Kadokawa Games,0.0
54788,RoShamBo Arena,roshambo-arena,Fighting,,PC,Unknown,Blam!,0.0
54789,Roving Rogue,roving-rogue,Adventure,E,WiiU,Unknown,Padaone Games,0.0
54793,Rugby Challenge 3,rugby-challenge-3,Sports,,PC,Unknown,Wicked Witch Software,0.0
54797,Rush Bros,rush-bros,Music,,PC,Unknown,XYLA Entertainment,0.0
54810,Samantha Swift and the Mystery from Atlantis,samantha-swift-and-the-mystery-from-atlantis,Action-Adventure,,PC,Unknown,Mumbo Jumbo,0.0
54813,Samurai Shodown,samurai-shodown,Fighting,,PS4,Unknown,SNK Playmore,0.0
54814,Samurai Shodown,samurai-shodown,Fighting,,XOne,Unknown,SNK Playmore,0.0
54815,Samurai Shodown,samurai-shodown,Fighting,,NS,Unknown,SNK Playmore,0.0
54816,Samurai Shodown,samurai-shodown,Fighting,,PC,Unknown,SNK Playmore,0.0
54821,Savant - Ascent,savant-ascent,Action,,PC,Unknown,D-Pad Studios,0.0
54825,Scavengers,scavengers,Action-Adventure,,PC,Unknown,Midwinter,0.0
54831,Scorn,scorn,Shooter,,PC,Unknown,Ebb Software,0.0
54838,Seasons After Fall,seasons-after-fall,Platform,,PC,Unknown,Swing Swing Submarine,0.0
54843,SEGA Ages: Alex Kidd in Miracle World,sega-ages-alex-kidd-in-miracle-world,Platform,,NS,Unknown,Sega,0.0
54844,SEGA Ages: Gain Ground,sega-ages-gain-ground,Action,,NS,Unknown,Sega,0.0
54845,SEGA Ages: Phantasy Star,sega-ages-phantasy-star,Role-Playing,,NS,Unknown,Sega,0.0
54846,SEGA Ages: Sonic the Hedgehog,sega-ages-sonic-the-hedgehog,Platform,,NS,Unknown,Sega,0.0
54847,SEGA Ages: Thunder Force IV,sega-ages-thunder-force-iv,Shooter,,NS,Unknown,Sega,0.0
54851,Semblance,semblance,Platform,,NS,Unknown,Nyamakop,0.0
54852,Semblance,semblance,Platform,,PC,Unknown,Nyamakop,0.0
54854,Sengoku Denshou,sengoku-denshou,Action,,SNES,Unknown,SNK Corporation,0.0
54855,Senran Kagura Bon Appetit!,senran-kagura-bon-appetit,Music,,PC,Unknown,Meteorise,0.0
54857,Senran Kagura Estival Versus,senran-kagura-estival-versus,Fighting,,PC,Unknown,Tamsoft,0.0
54859,Senran Kagura Shinovi Versus,senran-kagura-shinovi-versus,Fighting,,PC,Unknown,Tamsoft,0.0
54883,Shadows: Awakening,shadows-awakening,Role-Playing,,XOne,Unknown,Games Farm,0.0
54884,Shadows: Awakening,shadows-awakening,Role-Playing,,PC,Unknown,Games Farm,0.0
54892,Shantae and the Pirate's Curse,shantae-and-the-pirates-curse,Platform,,PC,Unknown,WayForward,0.0
54893,Shantae: Risky's Revenge,shantae-riskys-revenge,Platform,,PC,Unknown,WayForward Technologies,0.0
54894,Shantae: Risky's Revenge,shantae-riskys-revenge,Platform,,WiiU,Unknown,WayForward Technologies,0.0
54895,Shantae: Risky's Revenge,shantae-riskys-revenge,Platform,,PS4,Unknown,WayForward Technologies,0.0
54896,Shantae: Risky's Revenge Director's Cut,shantae-riskys-revenge-directors-cut,Platform,,PC,Unknown,Way Forward Technologies,0.0
54897,Shantae: Risky's Revenge Director's Cut,shantae-riskys-revenge-directors-cut,Platform,,WiiU,Unknown,Way Forward Technologies,0.0
54898,Shantae: Risky's Revenge Director's Cut,shantae-riskys-revenge-directors-cut,Platform,,PS4,Unknown,Way Forward Technologies,0.0
54908,Shiftlings - Enhanced Edition,shiftlings-enhanced-edition,Platform,,NS,Unknown,Rock Pocket Ltd,0.0
54910,Shiny the Firefly,shiny-the-firefly,Action,E,WiiU,Unknown,Padaone Games,0.0
54915,Sid Meier's Ace Patrol: Pacific Skies,sid-meiers-ace-patrol-pacific-skies,Strategy,,PC,Unknown,Firaxis Games,0.0
54917,Sig.NULL,signull,Puzzle,,PC,Unknown,SaintHeiser,0.0
54922,Sine Mora,sine-mora,Shooter,,PC,Unknown,Digital Reality,0.0
54923,Sine Mora EX,sine-mora-ex,Shooter,,PC,Unknown,Digital Reality,0.0
54925,Sins Of The Demon RPG,sins-of-the-demon-rpg,Role-Playing,,PC,Unknown,Chandler Rounsley,0.0
54926,Sir Eatsalot,sir-eatsalot,Platform,,PSV,Unknown,Behind the Stone,0.0
54930,Sisters In Hotel: Episode 3,sisters-in-hotel-episode-3,Visual Novel,,PC,Unknown,bch waves studio,0.0
54949,Slam Land,slam-land,Party,,PC,Unknown,Bread Machine Games,0.0
54950,Slam Land,slam-land,Party,,PS4,Unknown,Bread Machine Games,0.0
54951,Slam Land,slam-land,Party,,NS,Unknown,Bread Machine Games,0.0
54965,Smoke and Sacrifice,smoke-and-sacrifice,Role-Playing,,NS,Unknown,Solar Sail Games,0.0
54966,Smoke and Sacrifice,smoke-and-sacrifice,Role-Playing,,PC,Unknown,Solar Sail Games,0.0
54972,Snik,snik,Puzzle,,PC,Unknown,Cleverweek,0.0
54973,Sniper Elite 3 Ultimate Edition,sniper-elite-3-ultimate-edition,Shooter,,NS,Unknown,Rebellion Games,0.0
54974,Sniper Elite V2 Remastered,sniper-elite-v2-remastered,Shooter,,NS,Unknown,Rebellion Games,0.0
54975,Sniper Elite V2 Remastered,sniper-elite-v2-remastered,Shooter,,PS4,Unknown,Rebellion Games,0.0
54976,Sniper Elite V2 Remastered,sniper-elite-v2-remastered,Shooter,,XOne,Unknown,Rebellion Games,0.0
54977,Sniper Elite V2 Remastered,sniper-elite-v2-remastered,Shooter,,PC,Unknown,Rebellion Games,0.0
54982,Soccer Stars,soccer-stars,Sports,,And,Unknown,Miniclip,0.0
54988,Song of Memories,song-of-memories,Visual Novel,,NS,Unknown,"Future Tech Lab Co.,Ltd.",0.0
54990,Song of Memories,song-of-memories,Visual Novel,,PC,Unknown,"Future Tech Lab Co.,Ltd.",0.0
54991,Sonic At The Olympic Games - Tokyo 2020,sonic-at-the-olympic-games-tokyo-2020,Sports,,And,Unknown,Sega,0.0
54992,Sonic At The Olympic Games - Tokyo 2020,sonic-at-the-olympic-games-tokyo-2020,Sports,,iOS,Unknown,Sega,0.0
54993,Sonic Lost World,sonic-lost-world,Platform,,PC,Unknown,Sonic Team,0.0
55000,Space Overlords,space-overlords,Action,,PS4,Unknown,12 Hit Combo,0.0
55001,Space Pilgrim Academy: Reunion,space-pilgrim-academy-reunion,Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55002,Space Pilgrim Academy: Year 1,space-pilgrim-academy-year-1,Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55003,Space Pilgrim Academy: Year 2,space-pilgrim-academy-year-2,Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55004,Space Pilgrim Academy: Year 3,space-pilgrim-academy-year-3,Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55005,Space Pilgrim Episode III: Delta Pavonis,space-pilgrim-episode-iii-delta-pavonis,Action-Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55006,Space Pilgrim Episode IV: Sol,space-pilgrim-episode-iv-sol,Adventure,,PC,Unknown,Pilgrim Adventures,0.0
55008,Space War Arena,space-war-arena,Action,,NS,Unknown,Playchemy,0.0
55010,Spaceport Hope,spaceport-hope,Platform,,PC,Unknown,team BitClub,0.0
55016,Sparkle 3 Genesis,sparkle-3-genesis,Simulation,E,iOS,Unknown,Forever Entertainment S.A.,0.0
55017,Sparkle 3 Genesis,sparkle-3-genesis,Simulation,E,And,Unknown,Forever Entertainment S.A.,0.0
55018,Sparkle 4 Tales,sparkle-4-tales,Simulation,,PC,Unknown,Forever Entertainment S.A.,0.0
55019,Sparkle Unleashed,sparkle-unleashed,Puzzle,,NS,Unknown,10tons Ltd,0.0
55020,Sparkle ZERO,sparkle-zero,Simulation,,PC,Unknown,MMEU,0.0
55022,SpellForce III,spellforce-iii,Strategy,,PC,Unknown,Grimlore Games,0.0
55023,Spelling Challenge,spelling-challenge,Misc,,Int,Unknown,APh Technological Consulting,0.0
55025,Spellweaver,spellweaver,Misc,,PC,Unknown,Dream Reactor,0.0
55037,Splashy Duck,splashy-duck,Action,,WiiU,Unknown,RCMADIAX,0.0
55038,Splitgate: Arena Warfare,splitgate-arena-warfare,Shooter,,PC,Unknown,1047 Games,0.0
55049,Squeezone,squeezone,Strategy,,PC,Unknown,Versus System,0.0
55052,Star Child,star-child,Action-Adventure,,PS4,Unknown,Playful Corp.,0.0
55053,Star Child,star-child,Action-Adventure,,XOne,Unknown,Playful Corp.,0.0
55057,Star Wars Episode I: Battle for Naboo,star-wars-episode-i-battle-for-naboo,Simulation,,PC,Unknown,LucasArts,0.0
55058,Star Wars Jedi: Fallen Order,star-wars-jedi-fallen-order,Misc,,PC,Unknown,Respawn Entertainment,0.0
55059,Star Wars Jedi: Fallen Order,star-wars-jedi-fallen-order,Misc,,XOne,Unknown,Respawn Entertainment,0.0
55060,Star Wars Jedi: Fallen Order,star-wars-jedi-fallen-order,Misc,,PS4,Unknown,Respawn Entertainment,0.0
55063,Stardust Galaxy Warriors: Stellar Climax,stardust-galaxy-warriors-stellar-climax,Action,,NS,Unknown,Dreamloop Games,0.0
55066,Startup Company,startup-company,Simulation,,PC,Unknown,Hovgaard Games,0.0
55077,SteamWorld Heist: Ultimate Edition,steamworld-heist-ultimate-edition,Action,,NS,Unknown,Image & Form Games,0.0
55090,Stikbold! A Dodgeball Adventure DELUXE,stikbold-a-dodgeball-adventure-deluxe,Sports,,NS,Unknown,Game Swing,0.0
