Nintendo
PUBG Corporation
Mojang
Microsoft Game Studios
Rockstar Games
Unknown
Activision
VU Games
Sega
Sony Computer Entertainment
Valve
Microsoft Studios
Blizzard Entertainment
EA Sports
Electronic Arts
Ubisoft
Sony Interactive Entertainment
Atari
Valve Corporation
Facepunch Studios
Bethesda Softworks
Square EA
Square
Namco
Edmund McMillen
Majesco
NCSoft
Square Enix
Capcom
Sony Computer Entertainment America
GT Interactive
Konami
Broderbund
SCS Software
LucasArts
Warner Bros. Interactive
Warner Bros. Interactive Entertainment
Universal Interactive
Endnight Games Ltd
Eidos Interactive
Microsoft
RedOctane
Paradox Interactive
Chucklefish
2K Games
Deep Silver
Studio Wildcard
Red Orb
Take-Two Interactive
"Infocom, Inc."
Enix
The Fun Pimps
Ultra Games
Hasbro Interactive
Sierra Entertainment
Global Star Software
2K Sports
The Behemoth
Toby Fox
THQ
Fox Interactive
Namco Bandai
Acclaim Entertainment
Activision Blizzard
Namco Bandai Games
Valve Software
Disney Interactive Studios
Bandai
Konami Digital Entertainment
989 Studios
Unknown Worlds Entertainment
Introversion Software
Virgin Interactive
Telltale Games
Frozenbyte
Midway Games
EA Sports BIG
Nicalis
Focus Home Interactive
Sunflowers
Arena Entertainment
Buena Vista
Devolver Digital
Rare
MTV Games
Hitbox Team
Trendy Entertainment
Jaleco
3909 LLC
Berserk Games
THQ Nordic
3DO
Hello Games
KOEI
Vivendi Games
Red Hook Studios
Parker Bros.
Tengen
Maxis
Level 5
Falcom
Imagic
ASCII Entertainment
Gotham Games
2K Play
Tecmo
505 Games
Ndemic Creations
Frontier Developments
Whiptail Interactive
Bossa Studios
Hinterland Studio Inc.
Atlus
Remedy Entertainment
Nordic Games
Studio MDHR
"Destination Software, Inc"
Banpresto
Greenheart Games
D3 Publisher
Infogrames
Crave Entertainment
PopCap Games
Red Storm Entertainment
Hudson Soft
Video System
Invisible Handlebar
Westwood Studios
Williams Entertainment
GungHo Online Entertainment
Gathering of Developers
Cellar Door Games
Coleco
Codemasters
ASC Games
Accolade
Team17 Software
Zoo Games
TDK Mediactive
Sony Online Entertainment
Bandai Namco Games
Trapdoor
Natsume
Conspiracy Entertainment
Alchemist
Monomi Park
Black Label Games
SouthPeak Interactive
Ocean
City Interactive
Compile
Maximum Games
Mega Crit Games
Saga Planets
Warhorse Studios
Agetec
Microprose
Tomy Corporation
Number None
Aspyr
Taito
Sammy Corporation
"mixi, Inc"
Mindscape
Team Cherry
Zoo Digital Publishing
Crytek
Taxan
Rebellion Developments
Game Factory
Titus
Tecmo Koei
Mud Duck Productions
"Mossmouth, LLC"
Psygnosis
Abbey Games
Gearbox Software
Crystal Dynamics
Pinnacle
Empire Interactive
Tripwire Interactive
SUPERHOT Team
Motion Twin
Kunos Simulazioni
Interplay
Scholastic Inc.
Mystique
ChunSoft
20th Century Fox Video Games
Hudson Entertainment
Messhof
Men-A-Vision
Triumph Studios
Terry Cavanagh
Almost Human
Mastiff
Harmonix Music Systems
Touchstone
Daedalic Entertainment
D3Publisher
Joey Drew Studios Inc.
DrinkBox Studios
XS Games
LEGO Media
Quest
Encore
Playmates
Tigervision
Positech Games
Xseed Games
GameMill Entertainment
Playdead
Rocket Company
GameMill
Destineer
Mattel Interactive
IE Institute
Navarre Corp
Gaijin Entertainment
Defiant Development
Re-Logic
CDV Software Entertainment
Amanita Design
BetaDwarf
Cold Beam Games
Ignition Entertainment
Lace Mamba Global
Rebellion Games
Studio Pixel
DECK13 Interactive GmbH
Young Horses
Trion Worlds
NIS America
Aksys Games
Hidden Path Entertainment
Takara
Working Designs
Enterbrain
BAM! Entertainment
KillHouse Games
Spectrum Holobyte
Imagineer
CPG Products
Aruze Corp
Storm City Games
Takara Tomy
Yacht Club Games
Answer Software
"Thekla, Inc."
Marvelous Interactive
Frictional Games
Bandai Namco Entertainment
Black Pearl
Facepalm Games
Gun Media
Invent4 Entertainment
Stardock
Modulaatio Games
NovaLogic
EuroVideo Medien
Epoch
Spike Chunsoft
Zen Studios
Knowledge Adventure
Coffee Stain Studios
Shiro Games
Hip Interactive
Ninja Theory
ESP
JForce Games
TYO
Double Fine Productions
Telegames
Hemisphere Games
Magical Company
Kemco
Mentor Interactive
Valcon Games
Human Entertainment
Data Age
Kalypso Media
Vertigo Gaming Inc.
Jack of All Games
The Astronauts
Double Damage Games
989 Sports
Lazy 8 Studios
Wizards of the Coast
"Arcen Games, LLC"
E-Line Media
Fabio Ricci
TinyBuild Games
Image & Form Games
Media Rings
Grey Box
Elf
10TACLE Studios
GSC Game World
Hot-B
Jorudan
New
Polytron Corporation
Two Tribes
Kalypso
Koei Tecmo
Brash Entertainment
DSI Games
ITT Family Games
Puppy Games
Astragon
UFO Interactive
SNK Playmore
New Reality Games
Fireproof Games
Broken Rules
Koch Media
Jackbox Games
BPS
Arc System Works
Vlambeer
P2 Games
NewKidCo
Kokopeli Digital Studios
Mumbo Jumbo
CokeM Interactive
CBS Electronics
SquareSoft
Tribute Games
Mad Catz
Magix
Sam Barlow
Ironhide Game Studio
Spike
Simon & Schuster Interactive
Out of crumpet's:
Ysbryd Games
Sold Out
Angel Studios
Lince Works
A1 Games
Team17 Digital Ltd
Avanquest
GSP
Wargaming.net
SNK
Little Orbit
Hamster Corporation
Red Mile Entertainment
Seta Corporation
Nippon Columbia
Nichibutsu
Zono Incorporated
Hect
Night Node Software
Graffiti
Ripcord Games
Trickjump Games Ltd
Back To Basics Gaming
EQ Games
Gamecock
Digital Leisure Inc.
Snail Games USA
NEC
Cherry Pop Games
Sidhe Interactive
Axela
Neocore Games
WolfgangIs
ArtDink
D-Pad Studio
Gust
DL Softworks
Home Entertainment Suppliers
Proletariat Inc.
NEC Interchannel
Headup Games
AGM Playism
Kasedo Games
Coconut Island Games
SSI
Dagestan Technology
White Dog
Majesco Entertainment
Milestone S.r.l.
Milkstone Studios
TopWare Interactive
Powerhoof Pty Ltd
ValuSoft
Destructive Creations
Might and Delight
CharlieH
Big Sandwich Games
Necrophone Games
Sometimes You
Real Dynamics
O-Games
Kadokawa Shoten
Good Shepherd Entertainment
Marvelous
Irem Software Engineering
Bold Games
Plug In Digital
Iceberg Interactive
Detn8 Games
Bomb
Asteroid Base
Rondomedia
Behold Studios
Activision Value
Matt Makes Games Inc.
inXile Entertainment
Sears
Pioneer LDC
Game-Labs
On Demand
AQ Interactive
Avalanche Studios
Kadokawa Games
Kiss
Oddworld Inhabitants
Versus Evil
Adult Swim
Owlchemy Labs
NCS
Namco Networks America Inc.
Falcom Corporation
Xicat Interactive
Strategy First
GrabTheGames
Over The Top Games
Culture Brain
DreamCatcher Interactive
ARUSH Entertainment
Shogakukan
Acquire
Merscom LLC
Krillbite Studio
Nippon Telenet
TDK Core
GR3 Project
Pub Games
Glaiel Games
Victory Lap Games
Zoo Games silver
Gears for Breakfast
Paramount Digital Entertainment
Core Design Ltd.
Dark Energy Digital
Killmonday Games
Dejobaan Games
JoWood Productions
Rooster Teeth Games
Sound Source Interactive
Asylum Entertainment
Independent
Marvelous Entertainment
Curve Digital
DarkGod
GarageGames
"H2 Interactive Co., Ltd."
Thomas Happ Games
Essential Games
Trigger Apps
AlienTrap Games
Acid Wizard Studio
Vatical Entertainment
Galaxy Trail
Refract Studios
Playlogic Game Factory
Milestone
VR Sports
PQube
W!Games
Compile Heart
Big Ben Interactive
Avalon Interactive
Milestone S.r.l
Endless Fluff Games
System 3
Bit Blot
Jetdogs Studios
Victor Interactive
Viva Media
Hothead Games
FCI
Aques
Nitro+
PlayV
Rising Star Games
Carbine Studios
Bandai Visual
Syscom
Vir2L Studios
YuPlay
Idea Factory
Revolution Software
Over The Moon
indiePub
Media Factory
Beatnik Games
Dusenberry Martin Racing
The Adventure Company
Microids
Indie Voyage
Insomniac Games
11 bit studios
Gaijinworks
ArtwareGames
GameTrust
Game Arts
Bigben Interactive
Idea Factory International
Excalibur Publishing Limited
Broccoli
Tommo
Dan Walters
Sunsoft
General Entertainment
Imadio
Capcom Entertainment
Sony Music Entertainment
Aquaplus
Rain Games
Legacy Interactive
Nihon Falcom Corp
Got Game Entertainment
MLB Advanced Media
Hitcents
704Games
1C Company
Wadjet Eye Games
Outright Games
Black Bean Games
U.S. Gold
Nihon Falcom Corporation
PM Studios
Slitherine Software
Gremlin Interactive Ltd
Tru Blu Entertainment
MTO
Psyonix Studios
Space Boat Studios
Agharta Studio
Alda Games
Cleverweek
Type-Moon
Analgesic Productions
ThinkOfGames
Rainbow Games
T&E Soft
Frogmind
Chubby Pixel
Screen 7
Lighthouse Games Studio
JVC
Brogames
Wales Interactive Ltd.
Metro 3D
Secret Exit Ltd.
Team Indev
ZackBellGames
Data East
Merge Games
Time Warner Interactive
Gainax Network Systems
Iceflake Studios
Three Flip Studios
Batterystaple Games
Naarassusi Publisher
Zachtronics Industries
Bohemia Interactive
Nippon Ichi Software
Giorgi Abelashvili
Northway Games
Forever Entertainment S.A.
Meridian4
